X,Y,id,name,population
-66.4877,48.1184,places.840,Escuminac,575
-70.6792,46.2091,places.841,Saint-Simon-les-Mines,573
-75.0799,46.0232,places.842,Duhamel,569
-71.0294,46.1251,places.843,Sainte-Clotilde-de-Beauce,569
-66.9531,47.9742,places.844,Matapédia,566
-70.1299,47.1958,places.845,Saint-Damase,563
-70.0135,60.0178,places.846,ᑲᖏᕐᓱᖅ Kangirsuk,561
-71.6144,46.2072,places.847,Saint-Pierre-Baptiste,560
-75.324,46.8806,places.848,Sainte-Anne-du-Lac,556
-71.7037,45.6835,places.849,Saint-Camille,551
-74.8916,45.9992,places.850,Lac-des-Plages,548
-72.9287,45.9112,places.851,Massueville,547
-70.9476,46.2233,places.852,Saint-Jules,547
-71.6811,45.2048,places.853,Sainte-Edwidge-de-Clifton,546
-68.6687,47.666,places.854,Lots-Renversés,543
-67.8516,48.5516,places.855,Saint-Moïse,542
-79.4737,47.6089,places.856,Réserve indienne Timiskaming 19,541
-71.7345,46.8585,places.857,Lac-Sergent,541
-76.5458,56.553,places.858,ᐅᒥᐅᔭᖅ Umiujaq,541
-78.1172,48.5978,places.859,Pikogan,540
-70.8129,47.0019,places.860,Saint-François-de-l'Île-d'Orléans,536
-78.2559,48.7199,places.861,Saint-Nazaire-de-Berry,535
-71.1578,45.7105,places.862,Stornoway,535
-70.5865,45.7498,places.863,Saint-Robert-Bellarmin,529
-76.3869,45.7625,places.864,Ladysmith,528
-75.1427,46.4965,places.865,Lac-Saguay,526
-75.3091,46.7315,places.866,Lac-Saint-Paul,525
-71.7213,45.8202,places.867,Saint-Adrien,522
-69.9827,47.3257,places.868,Saint-Onésime-d'Ixworth,522
-72.4198,46.496,places.869,Saint-Luc-de-Vincennes,519
-70.8306,46.1563,places.870,Saint-Alfred,519
-67.05,47.9707,places.871,Saint-Alexis-de-Matapédia,519
-72.5355,46.1589,places.872,Sainte-Monique,519
-69.9378,47.5023,places.873,Saint-Denis-De La Bouteillerie,518
-69.7549,47.4569,places.874,Saint-Bruno-de-Kamouraska,515
-71.5002,45.1997,places.875,Saint-Malo,514
-74.9133,45.9302,places.876,Saint-Émile-de-Suffolk,512
-72.695,46.919,places.877,Saint-Joseph-de-Mékinac,512
-70.9418,45.9404,places.878,Saint-Évariste-de-Forsyth,511
-73.2816,45.7464,places.879,Calixa-Lavallée,509
-75.9861,46.4181,places.880,Egan-Sud,508
-72.897,45.8604,places.881,Saint-Marcel-de-Richelieu,507
-70.1959,46.807,places.882,Sainte-Apolline-de-Patton,505
-73.069,45.1222,places.883,Pike River,503
-68.6769,47.9908,places.884,Lac-des-Aigles,495
-72.7264,46.6873,places.885,Grandes-Piles,493
-68.0802,48.6011,places.886,Saint-Octave-de-Métis,493
-71.999,46.5708,places.887,Leclercville,491
-75.2073,45.6987,places.888,Saint-Sixte,490
-72.0528,48.7664,places.889,Péribonka,489
-79.2886,48.6026,places.890,Gallichan,488
-72.4981,46.1825,places.891,Grand-Saint-Esprit,488
-71.8753,46.3884,places.892,Villeroy,488
-72.2862,48.9786,places.893,Saint-Eugène-d'Argentenay,487
-68.1139,48.3785,places.894,Les Hauteurs,485
-79.2504,48.9232,places.895,Saint-Vital-de-Clermont,484
-67.3194,48.8235,places.896,Saint-Adelme,484
-72.2948,46.6145,places.897,Saint-Prosper-de-Champlain,482
-72.815,46.073,places.898,Odanak,481
-69.0951,47.9232,places.899,Saint-Clément,479
-78.1097,48.3278,places.900,La Motte,478
-71.4256,48.7911,places.901,Lamarche,476
-70.2639,46.3532,places.902,Saint-Cyprien,474
-71.9829,46.4478,places.903,Sainte-Françoise,467
-65.3967,48.1593,places.904,Saint-Elzéar,464
-69.8985,46.8644,places.905,Saint-Adalbert,460
-71.2767,45.5248,places.906,Scotstown,459
-75.9624,49.6964,places.907,ᐙᔂᓂᐲ Waswanipi,459
-79.3529,47.5126,places.908,Saint-Eugène-de-Guigues,458
-71.3533,45.6099,places.909,Sainte-Marguerite-de-Lingwick,456
-72.2638,45.5636,places.910,Maricourt,456
-69.0463,48.2032,places.911,Saint-Simon,455
-74.8692,45.6442,places.912,Fassett,453
-69.6311,61.0407,places.913,ᖁᐊᖅᑕᖅ Quaqtaq,453
-71.9893,48.3147,places.914,Saint-André-du-Lac-Saint-Jean,453
-70.4818,46.509,places.915,Saint-Luc-de-Bellechasse,449
-68.6446,47.7287,places.916,Auclair,447
-72.7484,46.0027,places.917,Saint-Pie-de-Guire,446
-71.8224,45.864,places.918,Saint-Rémi-de-Tingwick,446
-78.9862,46.7812,places.919,Kipawa,446
-67.4131,48.6162,places.920,Saint-Vianney,446
-75.5017,46.3059,places.921,Lac-du-Cerf,445
-72.18,46.3236,places.922,Sainte-Marie-de-Blandford,443
-72.1842,45.9197,places.923,Sainte-Séraphine,441
-72.2279,46.1708,places.924,Aston-Jonction,441
-71.7143,45.2783,places.925,Martinville,441
-67.3052,49.4203,places.926,Baie-Trinité,438
-70.5878,48.3886,places.927,Sainte-Rose-du-Nord,434
-78.1142,48.7607,places.928,Saint-Dominique-du-Rosaire,434
-68.6062,47.9366,places.929,Biencourt,433
-72.2406,45.7258,places.930,Ulverton,433
-72.139,46.2164,places.931,Maddington Falls,428
-58.6495,51.2253,places.932,Saint-Augustin,425
-70.0609,46.898,places.933,Saint-Marcel,422
-69.9318,58.6978,places.934,ᑕᓯᐅᔭᖅ Tasiujaq,420
-73.3238,45.129,places.935,Saint-Valentin,418
-71.7359,45.9058,places.936,Notre-Dame-de-Ham,414
-70.4149,48.2563,places.937,Rivière-Éternité,414
-68.7944,48.2536,places.938,Saint-Eugène-de-Ladrière,413
-77.9094,62.4131,places.939,ᐃᕗᔨᕕᒃ Ivujivik,412
-75.9822,46.5028,places.940,Bois-Franc,411
-67.3395,48.5461,places.941,Saint-Tharcisius,411
-79.2992,48.749,places.942,Sainte-Hélène-de-Mancebourg,410
-79.4083,48.604,places.943,Roquemaure,409
-64.0231,50.2912,places.944,Ekuanitshit - Mingan,409
-64.1489,50.2664,places.945,Longue-Pointe-de-Mingan,408
-74.7727,45.9011,places.946,Boileau,405
-70.904,45.4866,places.947,Piopolis,398
-69.642,47.6103,places.948,Saint-Joseph-de-Kamouraska,398
-71.3802,46.2202,places.949,Kinnear's Mills,397
-68.2931,48.3348,places.950,Saint-Marcellin,397
-72.0641,46.5187,places.951,Parisville,396
-71.453,46.1101,places.952,Saint-Adrien-d'Irlande,395
-67.8358,48.5834,places.953,Saint-Noël,392
-74.3369,46.0751,places.954,Ivry-sur-le-Lac,391
-70.329,46.267,places.955,Saint-Louis-de-Gonzague,390
-76.9084,45.9072,places.956,Waltham,387
-74.4011,45.0096,places.957,Sainte-Agnès-de-Dundee,386
-67.8791,48.445,places.958,La Rédemption,384
-71.708,46.0323,places.959,Sainte-Hélène-de-Chester,384
-72.0779,45.9229,places.960,Sainte-Élisabeth-de-Warwick,383
-69.066,48.0956,places.961,Sainte-Françoise,383
-67.8275,48.6629,places.962,Saint-Damase,382
-70.5391,46.1339,places.963,Saint-Philibert,379
-71.5296,45.9938,places.964,Saint-Julien,378
-72.1756,49.0057,places.965,Saint-Stanislas,376
-67.1704,48.9382,places.966,Grosses-Roches,375
-67.6064,48.7317,places.967,Saint-Léandre,375
-79.437,48.749,places.968,Clerval,373
-70.3922,46.8259,places.969,Notre-Dame-du-Rosaire,371
-67.5799,48.3072,places.970,Saint-Zénon-du-Lac-Humqui,370
-67.5927,48.436,places.971,Sainte-Irène,369
-67.2395,48.2647,places.972,Sainte-Florence,367
-68.8966,47.389,places.973,Saint-Marc-du-Lac-Long,365
-72.5045,45.3799,places.974,Warden,362
-59.0287,50.773,places.975,Mutton Bay,356
-72.5517,48.9054,places.976,Saint-Edmond-les-Plaines,355
-71.4582,46.1829,places.977,Saint-Jean-de-Brébeuf,351
-71.2568,45.9017,places.978,Sainte-Praxède,351
-72.4369,45.5023,places.979,Béthanie,350
-65.1104,48.077,places.980,Saint-Godefroi,350
-69.9495,46.9654,places.981,Sainte-Félicité,350
-70.3534,46.4927,places.982,Sainte-Sabine,343
-72.5629,45.1892,places.983,Brome,341
-72.6588,45.0349,places.984,Abercorn,341
-79.427,47.692,places.985,Nédélec,340
-68.5597,48.0699,places.986,Esprit-Saint,340
-70.6618,46.5526,places.987,Saint-Nazaire-de-Dorchester,338
-70.4402,46.7737,places.988,Sainte-Euphémie-sur-Rivière-du-Sud,338
-72.9001,46.3474,places.989,Saint-Sévère,337
-71.945,48.8047,places.990,Saint-Augustin,334
-79.2,47.3975,places.991,Fugèreville,326
-78.9828,46.7854,places.992,Kebaowek,326
-67.7436,48.4923,places.993,Saint-Cléophas,321
-79.0328,47.4271,places.994,Latulipe,320
-78.7263,47.5363,places.995,Laforce,320
-71.2043,45.2959,places.996,Chartierville,319
-71.1227,45.5897,places.997,Milan,318
-78.5652,47.5764,places.998,Winneway,317
-69.1949,47.952,places.999,Saint-Paul-de-la-Croix,313
-69.0965,47.5927,places.1000,Saint-Elzéar-de-Témiscouata,311
-69.2252,48.0398,places.1001,Saint-Éloi,310
-69.397,48.341,places.1002,Essipit,310
-79.5045,48.8677,places.1003,La Reine,307
-58.6716,51.2248,places.1004,Pakuashipi,305
-72.7703,46.8111,places.1005,Saint-Roch-de-Mékinac,304
-71.6451,46.9361,places.1006,Lac-Saint-Joseph,304
-68.9124,47.9499,places.1007,Sainte-Rita,303
-69.4156,47.4387,places.1008,Saint-Athanase,303
-77.6182,53.793,places.1009,Radisson,300
-71.0537,46.3256,places.1010,Saint-Séverin,300
-67.307,48.4752,places.1011,Saint-Alexandre-des-Lacs,298
-72.1633,46.7081,places.1012,Saint-Thuribe,298
-72.6057,46.1291,places.1013,La Visitation-de-Yamaska,295
-69.7982,47.589,places.1014,Saint-Germain-de-Kamouraska,294
-69.7282,47.0598,places.1015,Saint-Omer,294
-72.1108,46.2969,places.1016,Lemieux,292
-73.0346,45.1186,places.1017,Stanbridge Station,291
-78.8584,48.7288,places.1018,Authier,290
-66.0685,49.215,places.1019,Marsoui,289
-65.354,49.2486,places.1020,Madeleine-Centre,289
-78.8618,48.8353,places.1021,Authier-Nord,288
-79.2091,47.7605,places.1022,Rémigny,287
-73.4803,46.0165,places.1023,Saint-Pierre,286
-67.8996,49.2929,places.1024,Franquelin,285
-78.7043,47.3905,places.1025,Belleterre,285
-71.9951,46.7156,places.1026,Saint-Gilbert,283
-71.5035,45.0762,places.1027,East Hereford,282
-64.7748,50.2758,places.1028,Rivière-au-Tonnerre,281
-71.5354,45.8565,places.1029,Saints-Martyrs-Canadiens,277
-70.0234,46.738,places.1030,Sainte-Lucie-de-Beauregard,275
-67.5961,49.3233,places.1031,Godbout,272
-61.8174,50.1839,places.1032,Natashquan,262
-74.0204,46.0424,places.1033,Estérel,262
-77.3059,47.6162,places.1034,Kitcisakik,257
-71.5999,45.9725,places.1035,Saint-Fortunat,255
-79.0534,48.8645,places.1036,Chazel,254
-73.4081,46.2288,places.1037,Saint-Cléophas-de-Brandon,254
-67.9882,48.5777,places.1038,Padoue,250
-67.5586,48.6607,places.1039,Sainte-Paule,247
-69.2482,47.8565,places.1040,Saint-François-Xavier-de-Viger,247
-68.5767,47.7675,places.1041,Lejeune,246
-66.8206,54.8005,places.1042,Schefferville,244
-72.8394,46.006,places.1043,Saint-Gérard-Majella,240
-67.3599,48.3255,places.1044,Albertville,239
-68.473,48.1285,places.1045,La Trinité-des-Monts,233
-69.6041,59.3021,places.1046,ᐊᐅᐸᓗᒃ Aupaluk,233
-68.6794,47.4259,places.1047,Saint-Jean-de-la-Lande,232
-76.662,45.5913,places.1048,Portage-du-Fort,232
-76.1574,45.9233,places.1049,Danford Lake,229
-64.3311,50.2912,places.1050,Rivière-Saint-Jean,227
-62.0861,50.2235,places.1051,Aguanish,224
-68.0466,48.3421,places.1052,Saint-Charles-Garnier,222
-72.2736,47.6589,places.1053,Lac-Édouard,220
-77.354,48.4023,places.1054,Belcourt,219
-67.9607,48.4957,places.1055,Sainte-Jeanne-d'Arc,217
-68.9049,48.0432,places.1056,Saint-Médard,216
-71.6025,45.7569,places.1057,Ham-Sud,214
-78.5361,48.6445,places.1058,Launay,211
-72.0687,48.9645,places.1059,Sainte-Élisabeth-de-Proulx,210
-78.9527,47.5441,places.1060,Moffet,206
-77.6383,48.6155,places.1061,La Morandière,205
-72.4214,46.328,places.1062,Wôlinak,194
-66.1656,49.2056,places.1063,La Martre,194
-79.4583,48.952,places.1064,Saint-Lambert,191
-65.8056,49.222,places.1065,Mont-Saint-Pierre,186
-69.7246,48.1036,places.1066,Baie-Sainte-Catherine,184
-71.0739,45.4845,places.1067,Val-Racine,183
-67.0843,48.3164,places.1068,Sainte-Marguerite-Marie,183
-64.3515,49.8179,places.1069,Port-Menier,177
-74.4695,45.924,places.1070,Lac-des-Seize-Iles,175
-70.0014,46.697,places.1071,Lac-Frontière,175
-79.1181,48.9817,places.1072,Val-Saint-Gilles,169
-66.3962,49.0199,places.1073,Cap-Seize,167
-67.1108,48.8591,places.1074,Saint-Jean-de-Cherbourg,163
-78.4702,48.778,places.1075,Guyenne,161
-72.3576,49.0778,places.1076,Notre-Dame-de-Lorette,159
-65.0366,49.219,places.1077,Petite-Vallée,157
-66.9478,48.0632,places.1078,Saint-André de Restigouche,154
-67.2495,47.9349,places.1079,L'Ascension-de-Patapédia,148
-77.5013,48.6756,places.1080,Rochebaucourt,146
-72.1398,45.587,places.1081,Kingsbury,142
-77.6902,46.1984,places.1082,Rapides-des-Joachims,141
-65.8934,49.2185,places.1083,Rivière-à-Claude,141
-70.5409,47.0682,places.1084,Saint-Antoine-de-l'Isle-aux-Grues,122
-69.0328,47.7853,places.1085,Saint-Pierre-de-Lamy,122
-74.0218,45.4313,places.1086,L'Île-Cadieux,120
-70.8574,45.8654,places.1087,Saint-Hilaire-de-Dorset,96
-77.4982,48.5884,places.1088,Champneuf,94
-79.2691,47.044,places.1089,Laniel,89
-62.8064,50.2894,places.1090,Baie-Johan-Beetz,84
-74.5746,46.0005,places.1091,Barkmere,81
-69.454,48.0109,places.1092,Notre-Dame-des-Sept-Douleurs,71
-71.4608,45.1253,places.1093,Saint-Venant-de-Paquette,69
-78.696,48.8076,places.1094,Languedoc,60
-72.2688,45.1678,places.1095,Saint-Benoît-du-Lac,43
-68.0969,51.7977,places.1096,Gagnon,15
-58.9688,50.8338,places.1097,La Tabatière,0
-73.1592,45.7863,places.1098,Saint-Denis,0
-64.3858,48.9926,places.1099,Rivière-au-Renard,0
-64.2113,48.8659,places.1100,Cap-des-Rosiers,0
-70.1449,47.3159,places.1101,Village-des-Aulnaies,0
-70.3664,47.1317,places.1102,L'Islet-sur-Mer,0
-64.4453,49.0306,places.1103,Petit-Cap,0
-57.2018,51.4122,places.1104,Lourdes-de-Blanc-Sablon,0
-59.3225,50.7025,places.1105,Tête-à-la-Baleine,0
-57.243,51.4654,places.1106,Brador,0
-72.7924,46.3694,places.1107,Saint-Thomas-de-Caxton,0
-59.6175,50.4677,places.1108,Chevery,0
-71.131,46.175,places.1109,Broughton Station,0
-70.3318,47.0905,places.1110,Saint-Eugène,0
-71.2537,46.1546,places.1111,Pontbriand,0
-71.2153,46.1414,places.1112,Robertsonville,0
-57.8223,51.4245,places.1113,Vieux-Fort,0
-64.3757,48.7643,places.1114,Douglastown,0
-64.3408,48.8371,places.1115,Cap-aux-Os,0
-70.363,47.458,places.1116,Saint-Joseph-de-la-Rive,0
-71.8881,46.7105,places.1117,Notre-Dame-de-Portneuf,0
-70.3557,47.3979,places.1118,La Baleine,0
-75.7274,46.6029,places.1119,Val-Limoges,0
-61.8662,47.3775,places.1120,Cap-aux-Meules,0
-65.5447,49.2521,places.1121,Gros-Morne,0
-72.6152,46.2694,places.1122,Port-Saint-François,0
-75.5857,46.5577,places.1123,Saint-Jean-sur-le-Lac,0
-70.3813,47.4208,places.1124,Saint-Bernard-sur-Mer,0
-75.3576,46.5068,places.1125,Val-Barrette,0
-74.4552,45.2972,places.1126,Dalhousie,0
-66.6143,50.1361,places.1127,Gallix,0
-74.991,46.5144,places.1128,Sainte-Véronique,0
-71.626,46.0643,places.1129,Vianney,0
-68.3843,49.1006,places.1130,Les Buissons,0
-72.8795,46.1046,places.1131,Notre-Dame-de-Pierreville,0
-64.5673,48.8291,places.1132,Wakeham,0
-64.6009,48.834,places.1133,Sunny Bank,0
-64.5548,48.8891,places.1134,Saint-Majorique,0
-66.099,50.1916,places.1135,Moisie,0
-66.6323,50.1891,places.1136,Clarke City,0
-59.4785,50.4977,places.1137,Harrington Harbour,0
-74.8328,46.0837,places.1138,Vendée,0
-60.6763,50.213,places.1139,La Romaine,0
-61.2723,50.189,places.1140,Kegaska,0
-64.2136,48.6551,places.1141,Saint-Georges-de-Malbaie,0
-64.2753,48.6184,places.1142,Barachois,0
-64.3086,48.4744,places.1143,L'Anse-à-Beaufils,0
-74.4265,45.6247,places.1144,Saint-Philippe-d'Argenteuil,0
-74.4856,45.7377,places.1145,Pine Hill,0
-72.9942,45.6495,places.1146,Saint-Thomas-d'Aquin,0
-70.436,46.3718,places.1147,Sainte-Germaine-Station,0
-64.3276,48.4271,places.1148,Cap d'Espoir,0
-72.8981,45.6453,places.1149,Sainte-Rosalie,0
-64.4013,48.5134,places.1150,Val-d'Espoir,0
-61.7071,47.2727,places.1151,L'Île-d'Entrée,0
-74.3752,45.5673,places.1152,Carillon,0
-70.7061,46.0465,places.1153,Saint-Jean-de-la-Lande,0
-61.9069,47.371,places.1154,La Vernière,0
-61.9513,47.3725,places.1155,L'Étang du Nord,0
-61.5252,47.5594,places.1156,Grande-Entrée,0
-61.9002,47.4037,places.1157,Fatima,0
-61.93,47.2226,places.1158,Bassin,0
-61.7959,47.4036,places.1159,Havre-aux-Maisons,0
-70.5441,46.254,places.1160,Morisset-Station,0
-74.6316,45.6499,places.1161,Calumet,0
-79.1478,49.0969,places.1162,Villebois,0
-64.9009,50.2652,places.1163,Sheldrake,0
-70.0606,46.5897,places.1164,Daaquam,0
-72.3388,46.8291,places.1165,Montauban-les-Mines,0
-71.2006,46.0779,places.1166,Sainte-Anne-du-Lac,0
-64.306,48.9339,places.1167,L'Anse-au-Griffon,0
-71.1764,46.1335,places.1168,Sacré-Cœur-de-Marie,0
-71.1825,46.0075,places.1169,Saint-Daniel,0
-64.5,50.3079,places.1170,Magpie,0
-71.4185,46.0086,places.1171,Vimy-Ridge,0
-64.4767,49.0518,places.1172,Saint-Maurice-de-l'Échouerie,0
-79.2366,49.039,places.1173,Beaucanton,0
-64.8577,48.1949,places.1174,Gascons,0
-64.6088,48.3617,places.1175,Pabos,0
-64.7427,48.2682,places.1176,Newport,0
-64.623,48.3821,places.1177,Saint-François-de-Pabos,0
-78.9027,53.7861,places.1178,ᒋᓵᓰᐲ Chisasibi,0
-74.1274,45.4824,places.1179,Ka’neshatà:ke,0
-76.0665,53.6995,places.1180,Sakami,0
-79.2911,49.1548,places.1181,Val-Paradis,0
-72.0406,46.5927,places.1182,Grondines,0
-69.9947,47.7374,places.1183,Saint-Fidèle,0
-66.4072,49.1608,places.1184,Tourelle,0
-79.1513,48.1099,places.1185,Beaudry,0
-78.8645,48.3646,places.1186,Cléricy,0
-78.3855,48.225,places.1187,Cadillac,0
-79.2446,47.9137,places.1188,Rollet,0
-77.4589,47.5394,places.1189,Kitcisakik,0
-76.7005,47.5033,places.1190,Lac-Barrière,0
-79.1303,48.2406,places.1191,Évain,0
-74.6185,47.9195,places.1192,Parent,0
-72.7442,47.5851,places.1193,La Croche,0
-71.5678,45.3382,places.1194,Sawyerville,0
-79.2371,47.549,places.1195,Angliers,0
-69.4552,47.7892,places.1196,Rivière-Verte,0
-71.8865,45.7977,places.1197,Trois-Lacs,0
-72.1423,45.0079,places.1198,Beebe,0
-67.4718,48.7965,places.1199,Saint-Luc-de-Matane,0
-72.1672,48.4372,places.1200,Val Jalbert,0
-67.4479,48.8678,places.1201,Petit-Matane,0
-79.0445,46.7559,places.1202,Tee Lake,0
-79.0665,46.7375,places.1203,Letang,0
-72.4119,48.7279,places.1204,Saint-Méthode,0
-78.7171,48.3706,places.1205,Mont-Brun,0
-71.8828,45.1074,places.1206,Barnston,0
-70.2675,47.663,places.1207,Sainte-Agnès-de-Charlevoix,0
-77.9333,48.229,places.1208,Vassan,0
-71.39,45.6914,places.1209,Fontainebleau,0
-68.7112,48.3721,places.1210,Le Bic,0
-68.4609,48.3621,places.1211,Sainte-Blandine,0
-68.5126,48.4755,places.1212,Rimouski-Est,0
-79.1427,48.749,places.1213,Colombourg,0
-71.7511,45.3318,places.1214,Johnville,0
-78.9095,48.2122,places.1215,McWatters,0
-79.2546,48.1995,places.1216,Arntfield,0
-68.3468,48.5289,places.1217,Luceville,0
-79.1501,48.0117,places.1218,Cloutier,0
-78.941,48.0989,places.1219,Bellecombe,0
-79.0166,48.3621,places.1220,D'Alembert,0
-78.953,48.459,places.1221,Destor,0
-71.7985,45.0126,places.1222,Stanhope,0
-77.6553,48.1852,places.1223,Val-Senneville,0
-77.9472,48.1133,places.1224,Dubuisson,0
-77.3808,48.07,places.1225,Louvicourt,0
-77.824,48.2001,places.1226,Saint-Edmond-de-Vassan,0
-77.8349,48.1259,places.1227,Sullivan,0
-76.7676,45.8695,places.1228,Davidson,0
-72.1359,46.1429,places.1229,Defoy,0
-68.9998,47.466,places.1230,Pied-du-Lac,0
-76.4161,45.5182,places.1231,Norway Bay,0
-72.2743,46.4026,places.1232,Gentilly,0
-72.6619,45.1762,places.1233,West Brome,0
-72.5085,45.2192,places.1234,Knowlton,0
-72.7853,45.2801,places.1235,Adamsville,0
-72.5116,46.2715,places.1236,Saint-Grégoire,0
-71.3753,48.3419,places.1237,Saint-Cyriac,0
-71.3591,48.3405,places.1238,Lac-Kénogami,0
-73.8882,45.0521,places.1239,Saint-Antoine-Abbé,0
-72.7408,46.6918,places.1240,Saint-Jean-des-Piles,0
-72.8169,46.6027,places.1241,Saint-Gérard-des-Laurentides,0
-72.4701,46.853,places.1242,Hervey-Jonction,0
-70.8461,48.1817,places.1243,Ferland,0
-66.2241,48.112,places.1244,Saint-Omer,0
-74.3702,45.0867,places.1245,Cazaville,0
-72.5503,45.9743,places.1246,Saint-Joachim-de-Courval,0
-73.4301,45.8963,places.1247,Saint-Gérard-Majella,0
-74.6078,45.012,places.1248,Snye / Tsi Snaíhne,0
-70.1059,47.6627,places.1249,Cap-à-l'Aigle,0
-68.529,48.3914,places.1250,Sainte-Odile-sur-Rimouski,0
-72.2736,46.3006,places.1251,Sainte-Gertrude,0
-75.4168,45.5865,places.1252,Buckingham,0
-75.4917,45.5241,places.1253,Angers,0
-76.0145,45.5326,places.1254,Luskville,0
-76.5488,47.0326,places.1255,Maigan Agik,0
-72.1633,46.4657,places.1256,Sainte-Cécile-de-Lévrard,0
-73.6773,45.4151,places.1257,Kahnawá:ke,0
-73.0772,45.0398,places.1258,Philipsburg,0
-68.7964,47.6136,places.1259,Notre-Dame-du-Lac,0
-76.0372,45.6402,places.1260,Sainte-Cécile-de-Masham,0
-75.9293,45.64,places.1261,Wakefield,0
-69.1522,47.4554,places.1262,Sully,0
-69.2822,47.4879,places.1263,Saint-Éleuthère,0
-71.6964,48.6323,places.1264,Saint-Coeur-de-Marie,0
-75.8926,45.6028,places.1265,Farm Point,0
-72.402,46.2918,places.1266,Précieux-Sang,0
-71.8719,48.4292,places.1267,Métabetchouan,0
-75.718,45.6845,places.1268,Saint-Pierre de Wakefield,0
-75.7098,45.785,places.1269,Poltimore,0
-72.5104,46.3338,places.1270,Sainte-Angèle,0
-75.4165,45.5445,places.1271,Masson,0
-66.7012,48.0136,places.1272,Listuguj,0
-71.412,45.7581,places.1273,Saint-Gérard,0
